request_id,model_name,latency_ms,device_model,app_version,crash_log,user_feedback,device_temperature,battery_percentage,run_id
1766038485250,gemma3_4B_qat_4bit,80514,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,35,8
1766038565950,gemma3_4B_qat_4bit,80696,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,35,8
1766038646940,gemma3_4B_qat_4bit,80987,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,35,8
1766038727587,gemma3_4B_qat_4bit,80644,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766038808287,gemma3_4B_qat_4bit,80697,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766038889102,gemma3_4B_qat_4bit,80812,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766038970619,gemma3_4B_qat_4bit,81514,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766039051803,gemma3_4B_qat_4bit,81179,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766039132986,gemma3_4B_qat_4bit,81179,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766039214096,gemma3_4B_qat_4bit,81107,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,30,8
1766039295864,gemma3_4B_qat_4bit,81765,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039377012,gemma3_4B_qat_4bit,81145,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039459068,gemma3_4B_qat_4bit,82052,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039541177,gemma3_4B_qat_4bit,82107,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039623456,gemma3_4B_qat_4bit,82276,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039706144,gemma3_4B_qat_4bit,82685,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039789210,gemma3_4B_qat_4bit,83063,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039872261,gemma3_4B_qat_4bit,83049,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,25,8
1766039955679,gemma3_4B_qat_4bit,83415,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040039381,gemma3_4B_qat_4bit,83700,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040122871,gemma3_4B_qat_4bit,83487,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040206902,gemma3_4B_qat_4bit,84027,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040290939,gemma3_4B_qat_4bit,84035,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040374714,gemma3_4B_qat_4bit,83771,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040458799,gemma3_4B_qat_4bit,84082,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040543129,gemma3_4B_qat_4bit,84327,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,20,8
1766040627790,gemma3_4B_qat_4bit,84657,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,15,8
1766040712534,gemma3_4B_qat_4bit,84742,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,15,8
1766040797135,gemma3_4B_qat_4bit,84597,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,15,8
1766040881778,gemma3_4B_qat_4bit,84640,"iPhone18,2",Version 1.0 (Build 1),,testing by HDSVN,2,15,8
